Player_Name,Full_Name,Country,Role,Primary_Batting_Phase,Best_to_Worst_Venues,General_Fielding_Position,Loose_Fielding_Position,Total_Dropped_Catches,Clash_Pace_Tactic,Clash_Spin_Tactic,Batting_Against_Him_Tactic,Coach_Tape_Suggestion,Primary_Threat_Bowler,Primary_Nightmare_Batter,Overall_Bat_SR,Pressure_Bat_SR_Death,Overall_Bowl_Econ,Pressure_Bowl_Econ_Death,Wickets,Balls_Bowled
SP Narine,Not Available,Not Available,All-Rounder,Top Order Aggressor,"Eden Gardens > Eden Gardens, Kolkata > Sheikh Zayed Stadium > MA Chidambaram Stadium, Chepauk, Chennai",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Elite threat. Treat with immense respect. Focus on rotating the strike and do not take unnecessary aerial risks. Historically, TK Curran completely owns this bowler. Emulate that aggressive footprint.",SP Narine is a Top Order Aggressor. Strongest at Eden Gardens. Beware of JD Unadkat who owns this matchup. Keep away from TK Curran who hits them at will.,JD Unadkat,TK Curran,154.5,112.7,6.69,7.14,201,4586
J Overton,Not Available,Not Available,Bowler,Death Over Finisher,"MA Chidambaram Stadium, Chepauk, Chennai > Rajiv Gandhi International Stadium, Uppal, Hyderabad > M Chinnaswamy Stadium, Bengaluru > Barsapara Cricket Stadium, Guwahati",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. Historically, Ramandeep Singh completely owns this bowler. Emulate that aggressive footprint.","J Overton is a Death Over Finisher. Strongest at MA Chidambaram Stadium, Chepauk, Chennai. Keep away from Ramandeep Singh who hits them at will.",Not Available,Ramandeep Singh,154.1,155.2,9.99,9.65,9,161
N Pooran,Not Available,Not Available,Batsman,Middle Order Anchor,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow > Dubai International Cricket Stadium > Eden Gardens, Kolkata > Wankhede Stadium, Mumbai",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,"N Pooran is a Middle Order Anchor. Strongest at Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow. Beware of K Rabada who owns this matchup.",K Rabada,Not Available,154.1,163.0,0.0,0.0,0,0
P Simran Singh,Not Available,Not Available,Batsman,Top Order Aggressor,"Himachal Pradesh Cricket Association Stadium, Dharamsala > Arun Jaitley Stadium, Delhi > Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur > MA Chidambaram Stadium, Chepauk, Chennai",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,"P Simran Singh is a Top Order Aggressor. Strongest at Himachal Pradesh Cricket Association Stadium, Dharamsala. Beware of B Kumar who owns this matchup.",B Kumar,Not Available,153.7,175.6,0.0,0.0,0,0
T Stubbs,Not Available,Not Available,Batsman,Middle Order Anchor,"Arun Jaitley Stadium, Delhi > MA Chidambaram Stadium, Chepauk, Chennai > Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam > M Chinnaswamy Stadium, Bengaluru",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,"T Stubbs is a Middle Order Anchor. Strongest at Arun Jaitley Stadium, Delhi. Beware of M Pathirana who owns this matchup.",M Pathirana,Not Available,153.5,201.1,11.19,5.0,4,37
Ashutosh Sharma,Not Available,Not Available,Batsman,Death Over Finisher,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur > Narendra Modi Stadium, Ahmedabad > Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam > Rajiv Gandhi International Stadium, Uppal, Hyderabad",Unknown,Not Available,0,Target primary weakness: Exploit raw pace. Use well-directed bouncers at the body and yorkers to trap them.,Alternate Tactic (Spin): Toss it up wide of off-stump. Force them to generate their own power by taking the pace off.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,"Ashutosh Sharma is a Death Over Finisher. Strongest at Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur. Beware of E Malinga who owns this matchup.",E Malinga,Not Available,152.4,162.0,0.0,0.0,0,0
RM Patidar,Not Available,Not Available,Batsman,Middle Order Anchor,"M Chinnaswamy Stadium, Bengaluru > Wankhede Stadium, Mumbai > Narendra Modi Stadium, Ahmedabad > Eden Gardens, Kolkata",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,"RM Patidar is a Middle Order Anchor. Strongest at M Chinnaswamy Stadium, Bengaluru. Beware of R Ashwin who owns this matchup.",R Ashwin,Not Available,152.3,175.5,0.0,0.0,0,0
TU Deshpande,Not Available,Not Available,Bowler,Death Over Finisher,"MA Chidambaram Stadium, Chepauk, Chennai > Narendra Modi Stadium, Ahmedabad > Sawai Mansingh Stadium, Jaipur > Rajiv Gandhi International Stadium, Uppal, Hyderabad",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. Historically, D Padikkal completely owns this bowler. Emulate that aggressive footprint.","TU Deshpande is a Death Over Finisher. Strongest at MA Chidambaram Stadium, Chepauk, Chennai. Keep away from D Padikkal who hits them at will.",Not Available,D Padikkal,151.4,151.4,9.25,10.34,55,1149
Bipul Sharma,Not Available,Not Available,All-Rounder,Death Over Finisher,"Rajiv Gandhi International Stadium, Uppal > Punjab Cricket Association Stadium, Mohali > Eden Gardens > Feroz Shah Kotla",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Prime target for the death overs. Attack him aggressively late in the innings as he loses his length under pressure. Historically, SPD Smith completely owns this bowler. Emulate that aggressive footprint.","Bipul Sharma is a Death Over Finisher. Strongest at Rajiv Gandhi International Stadium, Uppal. Keep away from SPD Smith who hits them at will.",Not Available,SPD Smith,150.8,156.4,7.87,14.0,17,436
CR Brathwaite,Not Available,Not Available,All-Rounder,Death Over Finisher,Feroz Shah Kotla > Wankhede Stadium > Shaheed Veer Narayan Singh International Stadium > Eden Gardens,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, AJ Finch completely owns this bowler. Emulate that aggressive footprint.",CR Brathwaite is a Death Over Finisher. Strongest at Feroz Shah Kotla. Beware of SN Thakur who owns this matchup. Keep away from AJ Finch who hits them at will.,SN Thakur,AJ Finch,150.8,184.7,8.55,9.89,13,266
Harmeet Singh,Not Available,Not Available,Bowler,Death Over Finisher,"Feroz Shah Kotla > Vidarbha Cricket Association Stadium, Jamtha > Subrata Roy Sahara Stadium > Punjab Cricket Association Stadium, Mohali",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, CH Gayle completely owns this bowler. Emulate that aggressive footprint.",Harmeet Singh is a Death Over Finisher. Strongest at Feroz Shah Kotla. Keep away from CH Gayle who hits them at will.,Not Available,CH Gayle,150.0,150.0,7.64,7.73,27,574
AUK Pathan,Not Available,Not Available,New Addition,Death Over Finisher,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Prime target for the death overs. Attack him aggressively late in the innings as he loses his length under pressure. Historically, AT Rayudu completely owns this bowler. Emulate that aggressive footprint.",AUK Pathan is a Death Over Finisher. Strongest at most grounds.,Not Available,AT Rayudu,150.0,116.7,9.22,11.2,0,41
CH Morris,Not Available,Not Available,All-Rounder,Death Over Finisher,"Feroz Shah Kotla > Wankhede Stadium, Mumbai > MA Chidambaram Stadium, Chepauk > Dubai International Cricket Stadium",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, GJ Maxwell completely owns this bowler. Emulate that aggressive footprint.",CH Morris is a Death Over Finisher. Strongest at Feroz Shah Kotla. Beware of HV Patel who owns this matchup. Keep away from GJ Maxwell who hits them at will.,HV Patel,GJ Maxwell,149.6,160.5,7.69,8.33,96,1801
YBK Jaiswal,Not Available,Not Available,Batsman,Top Order Aggressor,"Sawai Mansingh Stadium, Jaipur > Barsapara Cricket Stadium, Guwahati > Wankhede Stadium, Mumbai > Eden Gardens, Kolkata",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Prime target for the death overs. Attack him aggressively late in the innings as he loses his length under pressure. ,"YBK Jaiswal is a Top Order Aggressor. Strongest at Sawai Mansingh Stadium, Jaipur. Beware of JR Hazlewood who owns this matchup.",JR Hazlewood,Not Available,149.0,200.0,36.0,36.0,0,1
V Sehwag,Not Available,Not Available,All-Rounder,Top Order Aggressor,"Feroz Shah Kotla > Rajiv Gandhi International Stadium, Uppal > Wankhede Stadium > MA Chidambaram Stadium, Chepauk",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Prime target for the death overs. Attack him aggressively late in the innings as he loses his length under pressure. ,V Sehwag is a Top Order Aggressor. Strongest at Feroz Shah Kotla. Beware of MM Patel who owns this matchup.,MM Patel,Not Available,148.8,208.6,10.22,13.64,6,138
GJ Maxwell,Not Available,Not Available,All-Rounder,Middle Order Anchor,"M Chinnaswamy Stadium, Bengaluru > Dubai International Cricket Stadium > Sharjah Cricket Stadium > Punjab Cricket Association IS Bindra Stadium, Mohali",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, JM Bairstow completely owns this bowler. Emulate that aggressive footprint.","GJ Maxwell is a Middle Order Anchor. Strongest at M Chinnaswamy Stadium, Bengaluru. Beware of RA Jadeja who owns this matchup. Keep away from JM Bairstow who hits them at will.",RA Jadeja,JM Bairstow,148.7,172.4,8.1,8.81,41,1047
AB de Villiers,Not Available,Not Available,Batsman,Middle Order Anchor,M Chinnaswamy Stadium > M.Chinnaswamy Stadium > Dubai International Cricket Stadium > Wankhede Stadium,Unknown,Not Available,0,Target primary weakness: Exploit raw pace. Use well-directed bouncers at the body and yorkers to trap them.,Alternate Tactic (Spin): Toss it up wide of off-stump. Force them to generate their own power by taking the pace off.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,AB de Villiers is a Middle Order Anchor. Strongest at M Chinnaswamy Stadium. Beware of S Gopal who owns this matchup.,S Gopal,Not Available,148.6,215.5,0.0,0.0,0,0
C Green,Not Available,Not Available,All-Rounder,Middle Order Anchor,"Wankhede Stadium, Mumbai > M Chinnaswamy Stadium, Bengaluru > Narendra Modi Stadium, Ahmedabad > Rajiv Gandhi International Stadium, Uppal, Hyderabad",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Prime target for the death overs. Attack him aggressively late in the innings as he loses his length under pressure. Historically, Shubman Gill completely owns this bowler. Emulate that aggressive footprint.","C Green is a Middle Order Anchor. Strongest at Wankhede Stadium, Mumbai. Beware of R Ashwin who owns this matchup. Keep away from Shubman Gill who hits them at will.",R Ashwin,Shubman Gill,148.5,179.2,8.83,11.55,18,517
LPC Silva,Not Available,Not Available,New Addition,Death Over Finisher,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Prime target for the death overs. Attack him aggressively late in the innings as he loses his length under pressure. ,LPC Silva is a Death Over Finisher. Strongest at most grounds.,Not Available,Not Available,148.1,230.0,21.0,21.0,0,6
Rashid Khan,Not Available,Not Available,All-Rounder,Death Over Finisher,"Narendra Modi Stadium, Ahmedabad > Rajiv Gandhi International Stadium > Dubai International Cricket Stadium > Wankhede Stadium, Mumbai",Unknown,Long On,9,Target primary weakness: Exploit raw pace. Use well-directed bouncers at the body and yorkers to trap them.,Alternate Tactic (Spin): Toss it up wide of off-stump. Force them to generate their own power by taking the pace off.,"Play out his deliveries on merit and wait for loose balls. Historically, Rahmanullah Gurbaz completely owns this bowler. Emulate that aggressive footprint.","Rashid Khan is a Death Over Finisher. Strongest at Narendra Modi Stadium, Ahmedabad. Beware of TU Deshpande who owns this matchup. Keep away from Rahmanullah Gurbaz who hits them at will.",TU Deshpande,Rahmanullah Gurbaz,148.0,154.1,7.07,8.26,168,3440
