Player_Name,Full_Name,Country,Role,Primary_Batting_Phase,Best_to_Worst_Venues,General_Fielding_Position,Loose_Fielding_Position,Total_Dropped_Catches,Clash_Pace_Tactic,Clash_Spin_Tactic,Batting_Against_Him_Tactic,Coach_Tape_Suggestion,Primary_Threat_Bowler,Primary_Nightmare_Batter,Overall_Bat_SR,Pressure_Bat_SR_Death,Overall_Bowl_Econ,Pressure_Bowl_Econ_Death,Wickets,Balls_Bowled,Team
T Stubbs,Tristan Stubbs,South Africa,Batsman,Middle Order Anchor,"Arun Jaitley Stadium, Delhi > MA Chidambaram Stadium, Chepauk, Chennai > Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam > M Chinnaswamy Stadium, Bengaluru",Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,M Pathirana,Not Available,153.5,201.1,11.19,5.0,4,37,Delhi Capitals
Ashutosh Sharma,Ashutosh Sharma,India,Batsman,Death Over Finisher,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur > Narendra Modi Stadium, Ahmedabad > Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam > Rajiv Gandhi International Stadium, Uppal, Hyderabad",Unknown,Not Available,0,Exceptional at scooping and sweeping pace. You MUST bowl fast bouncers to push him deep into the crease.,"Restrict his sweep shot with full, wide lines.",Not a regular bowler.,Unorthodox finisher. Do not bowl predictable yorkers. Hit the deck hard and aim for the helmet.,E Malinga,Not Available,152.4,162.0,0.0,0.0,0,0,Delhi Capitals
RM Patidar,Rajat Patidar,India,Batsman,Middle Order Anchor,"M Chinnaswamy Stadium, Bengaluru > Wankhede Stadium, Mumbai > Narendra Modi Stadium, Ahmedabad > Eden Gardens, Kolkata",Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,R Ashwin,Not Available,152.3,175.5,0.0,0.0,0,0,Royal Challengers Bengaluru
TU Deshpande,Tushar Deshpande,India,Bowler,Death Over Finisher,"MA Chidambaram Stadium, Chepauk, Chennai > Narendra Modi Stadium, Ahmedabad > Sawai Mansingh Stadium, Jaipur > Rajiv Gandhi International Stadium, Uppal, Hyderabad",Unknown,Not Available,0,Commit fully to wide pace-off cutters dug into the pitch. Do not bowl at the stumps.,Bowl flat darts aimed at the base of the stumps. Do not offer flight.,Target this bowler aggressively. High economy rate suggests frequent loose boundary deliveries.,Vulnerable to aggressive intent. Look to disrupt their length early in the over.,Not Available,D Padikkal,151.4,151.4,9.25,10.34,55,1149,Rajasthan Royals
Bipul Sharma,Bipul Sharma,India,All-Rounder,Death Over Finisher,"Rajiv Gandhi International Stadium, Uppal > Punjab Cricket Association Stadium, Mohali > Eden Gardens > Feroz Shah Kotla",Unknown,Not Available,0,Commit fully to wide pace-off cutters dug into the pitch. Do not bowl at the stumps.,Bowl flat darts aimed at the base of the stumps. Do not offer flight.,Play out their good deliveries on merit. Look to capitalize on the missed yorker at the death.,Lethal lower-order hitter. Deny them the arc. Force them to reach for dipping slower balls.,Not Available,SPD Smith,150.8,156.4,7.87,14.0,17,436,Sunrisers Hyderabad
CR Brathwaite,Carlos Brathwaite,West Indies,All-Rounder,Death Over Finisher,Feroz Shah Kotla > Wankhede Stadium > Shaheed Veer Narayan Singh International Stadium > Eden Gardens,Unknown,Not Available,0,Commit fully to wide pace-off cutters dug into the pitch. Do not bowl at the stumps.,Bowl flat darts aimed at the base of the stumps. Do not offer flight.,Play out their good deliveries on merit. Look to capitalize on the missed yorker at the death.,Lethal lower-order hitter. Deny them the arc. Force them to reach for dipping slower balls.,SN Thakur,AJ Finch,150.8,184.7,8.55,9.89,13,266,Kolkata Knight Riders
Harmeet Singh,Harmeet Singh,India,Bowler,Death Over Finisher,"Feroz Shah Kotla > Vidarbha Cricket Association Stadium, Jamtha > Subrata Roy Sahara Stadium > Punjab Cricket Association Stadium, Mohali",Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Play out their good deliveries on merit. Look to capitalize on the missed yorker at the death.,Solid squad bowler. Exploit their lack of raw pace with calculated aggression.,Not Available,CH Gayle,150.0,150.0,7.64,7.73,27,574,Rajasthan Royals
AUK Pathan,Asad Pathan,India,New Addition,Death Over Finisher,Neutral Venues,Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,Not Available,AT Rayudu,150.0,116.7,9.22,11.2,0,41,Royal Challengers Bangalore
CH Morris,Chris Morris,South Africa,All-Rounder,Death Over Finisher,"Feroz Shah Kotla > Wankhede Stadium, Mumbai > MA Chidambaram Stadium, Chepauk > Dubai International Cricket Stadium",Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Play out their good deliveries on merit. Look to capitalize on the missed yorker at the death.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,HV Patel,GJ Maxwell,149.6,160.5,7.69,8.33,96,1801,Rajasthan Royals
YBK Jaiswal,Yashasvi Jaiswal,India,Batsman,Top Order Aggressor,"Sawai Mansingh Stadium, Jaipur > Barsapara Cricket Stadium, Guwahati > Wankhede Stadium, Mumbai > Eden Gardens, Kolkata",Unknown,Not Available,0,"Tends to fetch wide deliveries, leading to sliced catches. Bowl wide of off-stump.",Bowl off-spin dragging him wide outside off stump.,Not a regular bowler.,Explosive opener. Feed him wide deliveries and pack the point and cover boundaries.,JR Hazlewood,Not Available,149.0,200.0,36.0,36.0,0,1,Rajasthan Royals
V Sehwag,Virender Sehwag,India,All-Rounder,Top Order Aggressor,"Feroz Shah Kotla > Rajiv Gandhi International Stadium, Uppal > Wankhede Stadium > MA Chidambaram Stadium, Chepauk",Unknown,Not Available,0,"Lacks footwork early. Bowl fast, full outswingers to induce the outside edge.",Bowl flat and wide of off-stump to force him to reach.,Part-time off-spinner. Exploit his lack of variations.,Hand-eye coordination genius. Pitch it up with swing early; do not bowl short as he cuts fiercely.,MM Patel,Not Available,148.8,208.6,10.22,13.64,6,138,Punjab Kings
GJ Maxwell,Glenn Maxwell,Australia,All-Rounder,Middle Order Anchor,"M Chinnaswamy Stadium, Bengaluru > Dubai International Cricket Stadium > Sharjah Cricket Stadium > Punjab Cricket Association IS Bindra Stadium, Mohali",Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Play out their good deliveries on merit. Look to capitalize on the missed yorker at the death.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,RA Jadeja,JM Bairstow,148.7,172.4,8.1,8.81,41,1047,Royal Challengers Bengaluru
AB de Villiers,AB de Villiers,South Africa,Batsman,Middle Order Anchor,M Chinnaswamy Stadium > M.Chinnaswamy Stadium > Dubai International Cricket Stadium > Wankhede Stadium,Unknown,Not Available,0,Loses balance reaching for extreme wide yorkers outside off-stump at the death.,Can be tucked up by left-arm orthodox sliding into his pads early on.,Not a regular bowler.,Mr. 360. Do not bowl length anywhere near the stumps. Commit fully to the wide tramline.,S Gopal,Not Available,148.6,215.5,0.0,0.0,0,0,Royal Challengers Bengaluru
C Green,Cameron Green,Australia,All-Rounder,Middle Order Anchor,"Wankhede Stadium, Mumbai > M Chinnaswamy Stadium, Bengaluru > Narendra Modi Stadium, Ahmedabad > Rajiv Gandhi International Stadium, Uppal, Hyderabad",Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Play out their good deliveries on merit. Look to capitalize on the missed yorker at the death.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,R Ashwin,Shubman Gill,148.5,179.2,8.83,11.55,18,517,Kolkata Knight Riders
LPC Silva,Chamara Silva,Sri Lanka,New Addition,Death Over Finisher,Neutral Venues,Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,Not Available,Not Available,148.1,230.0,21.0,21.0,0,6,Deccan Chargers
Rashid Khan,Rashid Khan,Afghanistan,All-Rounder,Death Over Finisher,"Narendra Modi Stadium, Ahmedabad > Rajiv Gandhi International Stadium > Dubai International Cricket Stadium > Wankhede Stadium, Mumbai",Unknown,Long On,9,Slashes wildly at wide pace-off deliveries.,Can be beaten by flighted deliveries if forced to step out.,Watch his wrist closely. Do not pre-meditate the sweep; play him off the pitch.,Elite T20 spinner. Treat him as a 4-over survival test and attack the other bowlers.,TU Deshpande,Rahmanullah Gurbaz,148.0,154.1,7.07,8.26,168,3440,Gujarat Titans
Avesh Khan,Avesh Khan,India,Bowler,Death Over Finisher,"Wankhede Stadium, Mumbai > MA Chidambaram Stadium, Chepauk, Chennai > Narendra Modi Stadium, Ahmedabad > Sawai Mansingh Stadium, Jaipur",Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Play out their good deliveries on merit. Look to capitalize on the missed yorker at the death.,Solid squad bowler. Exploit their lack of raw pace with calculated aggression.,Not Available,Ashutosh Sharma,147.8,133.3,8.84,9.23,93,1788,Lucknow Super Giants
AP Dole,Abhijit Dole,India,New Addition,Death Over Finisher,"Sawai Mansingh Stadium > Vidarbha Cricket Association Stadium, Jamtha",Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,Not Available,Not Available,147.8,157.1,9.21,10.15,5,73,Unattached
JM Sharma,Jitesh Sharma,India,Batsman,Middle Order Anchor,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh > M Chinnaswamy Stadium, Bengaluru > Wankhede Stadium, Mumbai > Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,YS Chahal,Not Available,147.8,172.5,0.0,0.0,0,0,Royal Challengers Bengaluru
GF Linde,George Linde,South Africa,New Addition,Death Over Finisher,Neutral Venues,Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,Not Available,JC Buttler,147.6,147.6,8.92,24.0,1,37,Unattached
Dhruv Jurel,Dhruv Jurel,India,Batsman,Middle Order Anchor,"Sawai Mansingh Stadium, Jaipur > Barsapara Cricket Stadium, Guwahati > Narendra Modi Stadium, Ahmedabad > MA Chidambaram Stadium, Chepauk, Chennai",Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,CV Varun,Not Available,147.6,171.9,0.0,0.0,0,0,Rajasthan Royals
RR Rossouw,Rilee Rossouw,South Africa,Batsman,Middle Order Anchor,"Himachal Pradesh Cricket Association Stadium, Dharamsala > MA Chidambaram Stadium, Chepauk, Chennai",Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,KV Sharma,Not Available,147.4,195.2,0.0,0.0,0,0,Punjab Kings
LS Livingstone,Liam Livingstone,England,All-Rounder,Middle Order Anchor,"Brabourne Stadium, Mumbai > Dr DY Patil Sports Academy, Mumbai > Wankhede Stadium, Mumbai > Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Play out their good deliveries on merit. Look to capitalize on the missed yorker at the death.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,I Sharma,Abhishek Sharma,147.0,199.4,8.77,6.46,13,321,Sunrisers Hyderabad
LH Ferguson,Lockie Ferguson,New Zealand,Bowler,Death Over Finisher,"Sharjah Cricket Stadium > Sheikh Zayed Stadium > Dr DY Patil Sports Academy, Mumbai > Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Play out their good deliveries on merit. Look to capitalize on the missed yorker at the death.,Solid squad bowler. Exploit their lack of raw pace with calculated aggression.,Not Available,RA Jadeja,146.9,146.9,8.64,10.06,54,1103,Punjab Kings
PJ Cummins,Pat Cummins,Australia,All-Rounder,Death Over Finisher,"Rajiv Gandhi International Stadium, Uppal, Hyderabad > Feroz Shah Kotla > Narendra Modi Stadium, Ahmedabad > MA Chidambaram Stadium, Chepauk, Chennai",Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Play out their good deliveries on merit. Look to capitalize on the missed yorker at the death.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,TA Boult,BB McCullum,146.8,158.8,8.45,9.68,80,1731,Sunrisers Hyderabad
SD Hope,Shai Hope,West Indies,Batsman,Top Order Aggressor,"Arun Jaitley Stadium, Delhi",Unknown,Not Available,0,Target the front pad with sharp inswing early in the spell. Highly vulnerable in the first 10 balls.,Use flight and variations in pace. Drag them wide of the crease to induce a sliced drive.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Explosive top-order threat. Deny them width early and attack the pads to disrupt their timing.,Not Available,Not Available,146.4,110.0,0.0,0.0,0,0,Delhi Capitals
P Sahu,Pardeep Sahu,India,New Addition,Death Over Finisher,"Punjab Cricket Association IS Bindra Stadium, Mohali",Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,Not Available,F du Plessis,146.2,146.2,8.19,10.0,3,107,Punjab Kings
